,title,film_id,actor,category,description,length,rating,rental_rate,rental_duration
2704,Prix Undefeated,700,Susan Davis,Family,A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China,115,R,2.99,4
2705,Pulp Beverly,702,Susan Davis,Horror,A Unbelieveable Display of a Dog And a Crocodile who must Outrace a Man in Nigeria,89,G,2.99,4
2706,Saints Bride,758,Susan Davis,Drama,A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico,125,G,2.99,5
2707,Searchers Wait,774,Susan Davis,Comedy,A Fast-Paced Tale of a Car And a Mad Scientist who must Kill a Womanizer in Ancient Japan,182,NC-17,2.99,3
2708,Shining Roses,787,Susan Davis,Travel,A Awe-Inspiring Character Study of a Astronaut And a Forensic Psychologist who must Challenge a Madman in Ancient India,125,G,0.99,4
2709,Spiking Element,828,Susan Davis,Classics,A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery,79,G,2.99,7
2710,Star Operation,841,Susan Davis,Sports,A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank,181,PG,2.99,5
2711,Uptown Young,928,Susan Davis,Children,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,84,PG,2.99,5
2712,Valley Packer,932,Susan Davis,Comedy,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,73,G,0.99,3
2713,Vanishing Rocky,936,Susan Davis,Music,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,123,NC-17,2.99,3
2714,Videotape Arsenic,941,Susan Davis,Games,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,145,NC-17,4.99,4
2715,Wisdom Worker,978,Susan Davis,Comedy,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,98,R,0.99,3
2716,Wizard Coldblooded,980,Susan Davis,Music,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,75,PG,4.99,4
2717,Wonderful Drop,984,Susan Davis,Foreign,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,126,NC-17,2.99,3
2718,Worker Tarzan,988,Susan Davis,Travel,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,139,R,2.99,7
2719,Amelie Hellfighters,20,Walter Torn,Music,A Boring Drama of a Woman And a Squirrel who must Conquer a Student in A Baloon,79,R,4.99,4
2720,Arabia Dogma,34,Walter Torn,Horror,A Touching Epistle of a Madman And a Mad Cow who must Defeat a Student in Nigeria,62,NC-17,0.99,6
2721,Bang Kwai,53,Walter Torn,Family,A Epic Drama of a Madman And a Cat who must Face a A Shark in An Abandoned Amusement Park,87,NC-17,2.99,5
2722,Casablanca Super,123,Walter Torn,Travel,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,85,G,4.99,6
2723,Casper Dragonfly,124,Walter Torn,Children,A Intrepid Documentary of a Boat And a Crocodile who must Chase a Robot in The Sahara Desert,163,PG-13,4.99,3
2724,Crow Grease,194,Walter Torn,Action,A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station,104,PG,0.99,6
2725,Curtain Videotape,200,Walter Torn,Games,A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank,133,PG-13,0.99,7
2726,Dances None,205,Walter Torn,Action,A Insightful Reflection of a A Shark And a Dog who must Kill a Butler in An Abandoned Amusement Park,58,NC-17,0.99,3
2727,Early Home,268,Walter Torn,Animation,A Amazing Panorama of a Mad Scientist And a Husband who must Meet a Woman in The Outback,96,NC-17,4.99,6
2728,Flying Hook,326,Walter Torn,Animation,A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria,69,NC-17,2.99,6
2729,Forrest Sons,329,Walter Torn,Action,A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat,63,R,2.99,4
2730,Freddy Storm,334,Walter Torn,Horror,A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback,65,NC-17,4.99,6
2731,Gaslight Crusade,351,Walter Torn,Horror,A Amazing Epistle of a Boy And a Astronaut who must Redeem a Man in The Gulf of Mexico,106,PG,2.99,4
2732,Hobbit Alien,418,Walter Torn,Drama,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,157,PG-13,0.99,5
2733,Hoosiers Birdcage,431,Walter Torn,Foreign,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,176,G,2.99,3
2734,Hysterical Grail,446,Walter Torn,Sports,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,150,PG,4.99,5
2735,Jersey Sassy,485,Walter Torn,Children,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,60,PG,4.99,6
2736,Lambs Cincinatti,508,Walter Torn,Games,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,144,PG-13,4.99,6
2737,Lesson Cleopatra,517,Walter Torn,Sports,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,167,NC-17,0.99,3
2738,Lies Treatment,521,Walter Torn,Drama,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,147,NC-17,4.99,7
2739,Lock Rear,526,Walter Torn,Travel,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,120,R,2.99,7
2740,Lonely Elephant,529,Walter Torn,Comedy,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,67,G,2.99,3
2741,Madison Trap,544,Walter Torn,Documentary,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,147,R,2.99,4
2742,Motions Details,600,Walter Torn,Horror,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,166,PG,0.99,5
2743,Mulholland Beast,605,Walter Torn,Foreign,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,157,PG,2.99,7
2744,Mummy Creatures,606,Walter Torn,Sports,A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia,160,NC-17,0.99,3
2745,Nightmare Chill,624,Walter Torn,Games,A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft,149,PG,4.99,3
2746,Novocaine Flight,631,Walter Torn,Sports,A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria,64,G,0.99,4
2747,Raiders Antitrust,712,Walter Torn,Documentary,A Amazing Drama of a Teacher And a Feminist who must Meet a Woman in The First Manned Space Station,82,PG-13,0.99,4
2748,Reunion Witches,728,Walter Torn,Drama,A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory,63,R,0.99,3
2749,Roots Remember,744,Walter Torn,Classics,A Brilliant Drama of a Mad Cow And a Hunter who must Escape a Hunter in Berlin,89,PG-13,0.99,4
2750,Sierra Divide,796,Walter Torn,Sports,A Emotional Character Study of a Frisbee And a Mad Scientist who must Build a Madman in California,135,NC-17,0.99,3
2751,Sky Miracle,802,Walter Torn,Action,A Epic Drama of a Mad Scientist And a Explorer who must Succumb a Waitress in An Abandoned Fun House,132,PG,2.99,7
2752,Slums Duck,810,Walter Torn,Family,A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat,147,PG,0.99,5
2753,Spiking Element,828,Walter Torn,Classics,A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery,79,G,2.99,7
2754,Stage World,837,Walter Torn,Comedy,A Lacklusture Panorama of a Woman And a Frisbee who must Chase a Crocodile in A Jet Boat,85,PG,2.99,4
2755,Stepmom Dream,845,Walter Torn,Foreign,A Touching Epistle of a Crocodile And a Teacher who must Build a Forensic Psychologist in A MySQL Convention,48,NC-17,4.99,7
2756,Strangelove Desire,852,Walter Torn,Children,A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park,103,NC-17,0.99,4
2757,Wardrobe Phantom,958,Walter Torn,Drama,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,178,G,2.99,6
2758,Witches Panic,979,Walter Torn,Drama,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,100,NC-17,4.99,6
2759,Wizard Coldblooded,980,Walter Torn,Music,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,75,PG,4.99,4
2760,African Egg,5,Matthew Leigh,Family,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,130,G,2.99,6
2761,Canyon Stock,118,Matthew Leigh,Animation,A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse,85,R,0.99,7
2762,Celebrity Horn,130,Matthew Leigh,Action,A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank,110,PG-13,0.99,7
2763,Crusade Honey,197,Matthew Leigh,Sports,A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park,112,R,2.99,4
2764,Cupboard Sinners,199,Matthew Leigh,Documentary,A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park,56,R,2.99,4
2765,Dancing Fever,206,Matthew Leigh,Documentary,A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank,144,G,0.99,6
2766,Dawn Pond,215,Matthew Leigh,Games,A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin,57,PG,4.99,4
2767,Deliverance Mulholland,221,Matthew Leigh,Documentary,A Astounding Saga of a Monkey And a Moose who must Conquer a Butler in A Shark Tank,100,R,0.99,4
2768,Easy Gladiator,271,Matthew Leigh,Action,A Fateful Story of a Monkey And a Girl who must Overcome a Pastry Chef in Ancient India,148,G,4.99,5
2769,English Bulworth,285,Matthew Leigh,Sci-Fi,A Intrepid Epistle of a Pastry Chef And a Pastry Chef who must Pursue a Crocodile in Ancient China,51,PG-13,0.99,3
2770,Finding Anaconda,315,Matthew Leigh,Family,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,156,R,0.99,4
2771,Firehouse Vietnam,318,Matthew Leigh,Action,A Awe-Inspiring Character Study of a Boat And a Boy who must Kill a Pastry Chef in The Sahara Desert,103,G,0.99,7
2772,Freaky Pocus,333,Matthew Leigh,Music,A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico,126,R,2.99,7
2773,Games Bowfinger,347,Matthew Leigh,Travel,A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery,119,PG-13,4.99,7
2774,Giant Troopers,356,Matthew Leigh,Children,A Fateful Display of a Feminist And a Monkey who must Vanquish a Monkey in The Canadian Rockies,102,R,2.99,5
2775,Glass Dying,360,Matthew Leigh,Action,A Astounding Drama of a Frisbee And a Astronaut who must Fight a Dog in Ancient Japan,103,G,0.99,4
2776,Greatest North,378,Matthew Leigh,Music,A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin,93,NC-17,2.99,5
2777,House Dynamite,437,Matthew Leigh,Family,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,109,R,2.99,7
2778,Mob Duffel,585,Matthew Leigh,Drama,A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies,105,G,0.99,4
2779,Muscle Bright,609,Matthew Leigh,Travel,A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India,185,G,2.99,7
2780,Opposite Necklace,639,Matthew Leigh,Family,A Fateful Epistle of a Crocodile And a Moose who must Kill a Explorer in Nigeria,92,PG,4.99,7
2781,Orient Closer,643,Matthew Leigh,Drama,A Astounding Epistle of a Technical Writer And a Teacher who must Fight a Squirrel in The Sahara Desert,118,R,2.99,3
2782,Potluck Mixed,692,Matthew Leigh,Animation,A Beautiful Story of a Dog And a Technical Writer who must Outgun a Student in A Baloon,179,G,2.99,3
2783,Robbers Joon,735,Matthew Leigh,Children,A Thoughtful Story of a Mad Scientist And a Waitress who must Confront a Forensic Psychologist in Soviet Georgia,102,PG-13,2.99,7
2784,Soup Wisdom,822,Matthew Leigh,Family,A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention,169,R,0.99,6
2785,Tomorrow Hustler,895,Matthew Leigh,Classics,A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert,142,R,2.99,3
2786,Traffic Hobbit,903,Matthew Leigh,Travel,A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat,139,G,4.99,5
2787,Trojan Tomorrow,912,Matthew Leigh,Sci-Fi,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,52,PG,2.99,3
2788,Vietnam Smoochy,942,Matthew Leigh,Drama,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,174,PG-13,0.99,7
2789,Wanda Chamber,956,Matthew Leigh,Games,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,107,PG-13,4.99,7
2790,Amadeus Holy,19,Penelope Cronyn,Action,A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon,113,PG,0.99,6
2791,Armageddon Lost,39,Penelope Cronyn,Sci-Fi,A Fast-Paced Tale of a Boat And a Teacher who must Succumb a Composer in An Abandoned Mine Shaft,99,G,0.99,5
2792,Army Flintstones,40,Penelope Cronyn,Documentary,A Boring Saga of a Database Administrator And a Womanizer who must Battle a Waitress in Nigeria,148,R,0.99,4
2793,Bear Graceland,59,Penelope Cronyn,Children,A Astounding Saga of a Dog And a Boy who must Kill a Teacher in The First Manned Space Station,160,R,2.99,4
2794,Bikini Borrowers,70,Penelope Cronyn,Animation,A Astounding Drama of a Astronaut And a Cat who must Discover a Woman in The First Manned Space Station,142,NC-17,4.99,7
2795,Chaplin License,136,Penelope Cronyn,New,A Boring Drama of a Dog And a Forensic Psychologist who must Outrace a Explorer in Ancient India,146,NC-17,2.99,7
2796,Clerks Angels,156,Penelope Cronyn,Documentary,A Thrilling Display of a Sumo Wrestler And a Girl who must Confront a Man in A Baloon,164,G,4.99,3
2797,Core Suit,184,Penelope Cronyn,Classics,A Unbelieveable Tale of a Car And a Explorer who must Confront a Boat in A Manhattan Penthouse,92,PG-13,2.99,3
2798,Crystal Breaking,198,Penelope Cronyn,Foreign,A Fast-Paced Character Study of a Feminist And a Explorer who must Face a Pastry Chef in Ancient Japan,184,NC-17,2.99,6
2799,Disciple Mother,233,Penelope Cronyn,Travel,A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank,141,PG,0.99,3
2800,Duck Racer,259,Penelope Cronyn,Animation,A Lacklusture Yarn of a Teacher And a Squirrel who must Overcome a Dog in A Shark Tank,116,NC-17,2.99,4
2801,Entrapment Satisfaction,287,Penelope Cronyn,Action,A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat,176,R,0.99,5
2802,Feud Frogmen,309,Penelope Cronyn,Family,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,98,R,0.99,6
2803,Fidelity Devil,313,Penelope Cronyn,Horror,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,118,G,4.99,5
2804,Hamlet Wisdom,394,Penelope Cronyn,Sci-Fi,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,146,R,2.99,7
2805,Harold French,401,Penelope Cronyn,Drama,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,168,NC-17,0.99,6
2806,Instinct Airport,463,Penelope Cronyn,Sports,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,116,PG,2.99,4
2807,Lady Stage,506,Penelope Cronyn,Horror,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,67,PG,4.99,4
2808,Legend Jedi,516,Penelope Cronyn,Music,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,59,PG,0.99,7
2809,Mission Zoolander,583,Penelope Cronyn,Animation,A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House,164,PG-13,4.99,3
2810,Motions Details,600,Penelope Cronyn,Horror,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,166,PG,0.99,5
2811,Muppet Mile,607,Penelope Cronyn,Foreign,A Lacklusture Story of a Madman And a Teacher who must Kill a Frisbee in The Gulf of Mexico,50,PG,4.99,5
2812,Paradise Sabrina,657,Penelope Cronyn,Comedy,A Intrepid Yarn of a Car And a Moose who must Outrace a Crocodile in A Manhattan Penthouse,48,PG-13,2.99,5
2813,Pianist Outfield,677,Penelope Cronyn,New,A Intrepid Story of a Boy And a Technical Writer who must Pursue a Lumberjack in A Monastery,136,NC-17,0.99,6
2814,Rocky War,739,Penelope Cronyn,Drama,A Fast-Paced Display of a Squirrel And a Explorer who must Outgun a Mad Scientist in Nigeria,145,PG-13,4.99,4
2815,Titanic Boondock,892,Penelope Cronyn,Animation,A Brilliant Reflection of a Feminist And a Dog who must Fight a Boy in A Baloon Factory,104,R,4.99,3
2816,Train Bunch,904,Penelope Cronyn,Horror,A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India,71,R,4.99,3
2817,Untouchables Sunrise,926,Penelope Cronyn,Documentary,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,120,NC-17,2.99,5
2818,Virginian Pluto,945,Penelope Cronyn,Documentary,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,164,R,0.99,5
